,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
59,O=C(NCc1ccccc1)C(=O)Nc1ccc(Br)cc1,*C(=O)C(=O)Nc1ccc(Br)cc1 *NCc1ccccc1,2,15,0,2,2,1,13,8,0,0,0,0,2,2.704,81.06040000000002,0.8449814588779999,1.573234823731518,58.2,-6.3,0
84,COCC(=O)NCc1ccccc1,*C(=O)COC *NCc1ccccc1,2,10,0,1,2,0,9,4,0,0,0,0,1,0.9492,50.16470000000003,0.7578458061159999,1.3895278996969758,38.33,-5.5,0
58,Cn1c(=O)c2c(ncn2Cc2nnc(N)s2)n(C)c1=O,*n1cnc2c1c(=O)n(C)c(=O)n2C *Cc1nnc(N)s1,2,10,0,7,2,1,16,6,0,0,0,2,1,-1.0843,73.6384,0.675894222808,2.706409221964864,113.61999999999998,-6.9,0
85,CN(Cc1nc(-c2cccnc2)no1)C(=O)c1cc(=O)[nH]c([O-])n1,*N(C)C(=O)c1cc(=O)[nH]c([O-])n1 *Cc1nc(-c2cccnc2)no1,2,14,0,6,4,0,17,9,0,0,0,1,2,-0.4393,77.63020000000002,0.705451216486,3.021079636569203,140.93,-7.2,0
87,Cc1noc(C2CN(C(=O)CCCN3C(=O)c4ccccc4C3=O)C2)n1,*c1nc(C)no1 *CCCC(=O)N1CC(*)C1 *N1C(=O)c2ccccc2C1=O,3,18,0,4,4,0,21,8,0,0,1,2,1,1.38022,89.39900000000004,0.7607821638400001,2.3484935569030707,96.61,-7.4,0
112,CC[NH2+]C([NH2+])C(=O)N1CC(OC)CC1C(=O)[O-],*[NH2+]CC(=O)N1CC(OC)CC1C(=O)[O-] *[NH2+]CC,2,10,0,3,4,0,15,2,0,0,0,1,0,-4.710699999999995,54.101800000000026,0.47382037311101205,5.33478656983312,111.58000000000001,-5.3,0
111,CC[NH2+]C(C)N1C=[NH+]C(c2ccccc2)C1C1[NH+]=c2ccc(F)cc2=[NH+]1,*CCN1C=[NH+]C(c2ccccc2)C1C1[NH+]=c2ccc(F)cc2=[NH+]1 *[NH2+]CC,2,20,1,5,0,0,21,8,0,0,0,2,2,-4.970499999999998,93.33450000000005,0.4267497166915009,6.064928880082763,61.76,-7.3,0
110,CC[NH2+]c1cccc(N2C(=O)CC([NH+]3CCCC(C(=O)NN)C3)C2=O)c1,*c1ccc(N2C(=O)CC([NH+]3CCCC(C(=O)NN)C3)C2=O)cc1 *[NH2+]CC,2,18,0,5,3,0,22,6,0,0,0,1,2,-2.1818999999999953,95.21720000000003,0.15695076799295,5.276916769342419,113.54999999999998,-7.6,0
109,CNC(=O)NCCS(=O)(=O)NCc1ccccc1,*C(=O)NC *NCCS(=O)(=O)NCc1ccccc1,2,11,0,3,3,1,12,6,0,0,0,0,1,0.035,69.52690000000003,0.701327835318,2.00121327214576,87.30000000000001,-6.2,0
108,Cn1c(CNC(=O)c2ccccc2)cc(=O)n(C)c1=O,*c1cc(=O)n(C)c(=O)n1C *CNC(*)=O *c1ccccc1,3,14,0,3,3,0,14,7,0,0,0,0,2,0.0139999999999999,74.53620000000002,0.880517324349,1.9756746765103177,73.1,-6.0,0
107,CCC(=O)Nc1ccc(C(=O)NC)cc1,*C(=O)CC *Nc1ccc(*)cc1 *C(=O)NC,3,11,0,2,2,0,10,5,0,0,0,0,1,1.3947,58.752900000000025,0.7931133910160001,1.4918254264962236,58.2,-5.8,0
106,O=C(CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)N1CCN(c2ccccc2F)CC1,*CC(=O)N1CCN(c2ccccc2F)CC1 *N1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,2,20,1,4,5,0,23,10,0,0,0,1,3,1.6787,103.65640000000003,0.433477005461,2.1917635931777504,104.07,-7.9,0
105,CCNC(=O)CNC(=O)NNC(=O)C(C)(C)C,*NCC *C(=O)CNC(*)=O *NNC(=O)C(C)(C)C,3,10,0,4,3,0,13,3,0,0,0,0,0,-0.501,62.81580000000002,0.523372856263,2.3158599384839125,99.33,-5.6,0
104,Cc1ccc(S(=O)(=O)N(C)CC(=O)Nc2ccccc2)cc1,*S(=O)(=O)c1ccc(C)cc1 *N(C)CC(=O)Nc1ccccc1,2,16,0,2,3,1,14,9,0,0,0,0,2,2.25422,86.06650000000003,0.921360941009,1.6450186913607787,66.48,-6.9,0
103,NC(=O)Cn1nc(-n2cncn2)ccc1=O,*CC(N)=O *n1nc(-n2cncn2)ccc1=O,2,8,0,6,2,0,11,6,0,0,0,1,1,-1.6907,52.6084,0.703828932529,2.5637330907329474,108.69,-6.3,0
102,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC(C(=O)N2CCc3ccccc3C2)CC1,*C(=O)N1CCC(C(=O)N2CCc3ccccc3C2)CC1 *c1cc(=O)[nH]c2ccccc12,2,25,0,3,3,0,25,10,0,0,0,0,5,2.9652,118.75920000000002,0.6926908386730001,2.23728062667932,73.48,-8.9,0
101,O=C(Cn1cc(Cl)c(=O)[nH]c1=O)c1ccc2c(c1)CCCC2,*CC(=O)c1ccc2c(c1)CCCC2 *n1cc(Cl)c(=O)[nH]c1=O,2,16,0,2,3,1,17,7,0,0,0,0,3,1.9517,83.74720000000002,0.8841462279410001,2.336219386963432,71.93,-8.3,0
100,NC(=O)c1noc(Cn2ccnc2-c2cccc3c2oc2ccccc23)n1,*C(N)=O *c1noc(Cn2ccnc2-c2cccc3c2oc2ccccc23)n1,2,19,0,5,3,0,20,11,0,0,0,3,2,2.9797,96.8589,0.5224185365690001,2.6688694866676226,112.97,-9.4,0
99,COC(=O)c1ccc2c(c1)=[NH+]C(c1cn(CCC(=O)[O-])c3ccccc13)[NH+]=2,*C(=O)OC *Cn1cc(C2[NH+]=c3ccc(*)cc3=[NH+]2)c2ccccc21 *CC(=O)[O-],3,20,0,3,4,0,20,10,0,0,0,2,2,-3.3193,91.46590000000002,0.475059685676,4.343786675115021,99.3,-7.5,0
98,O=C(COc1cccc2ccccc12)NNC(=O)c1ccc(F)cc1,*CC(=O)NNC(=O)c1ccc(F)cc1 *Oc1cccc2ccccc12,2,19,1,2,3,0,17,10,0,0,0,0,3,2.8189,91.45190000000004,0.714230874618,1.7517993130997205,67.43,-7.5,0
97,CNS(=O)(=O)c1ccc(CCC(=O)Nc2cccn(C)c2=O)cc1,*c1ccc(S(=O)(=O)NC)cc1 *CCC(=O)Nc1cccn(C)c1=O,2,16,0,3,4,1,16,9,0,0,0,0,2,0.8647,91.32120000000002,0.820895110518,2.070318118675333,97.26999999999998,-7.2,0
96,O=C(NCC(=O)N1CCOCC1)c1ccccc1,*C(=O)c1ccccc1 *NCC(=O)N1CCOCC1,2,13,0,2,3,0,14,5,0,0,0,0,2,0.2752,66.17420000000003,0.8550937348630001,1.6559245975895465,58.64,-6.2,0
95,COC(=O)c1ccccc1-n1c(=O)c2ccccc2n(CC(=O)NCc2ccc(C)cc2)c1=O,*C(=O)OC *c1ccccc1-n1c(=O)c2ccccc2n(CC(=O)NCc2ccc(C)cc2)c1=O,2,26,0,3,5,0,24,13,0,0,0,0,4,2.56382,128.17020000000005,0.4478938801899999,2.1740383039614777,99.4,-8.4,0
94,NC(=O)c1cnc(-c2ccccc2)n(CC(=O)Nc2ccc3c(c2)OCCO3)c1=O,*C(N)=O *c1cnc(-c2ccccc2)n(CC(=O)Nc2ccc3c(c2)OCCO3)c1=O,2,21,0,4,5,0,22,11,0,0,0,0,4,1.4191,108.51260000000002,0.666885144858,2.273998361897404,125.54000000000002,-8.1,0
93,CC(NC(N)=O)C(=O)NC(CO)C(=O)[O-],*C(C)C(=O)NC(CO)C(=O)[O-] *NC(N)=O,2,7,0,3,5,0,11,3,0,0,0,0,0,-3.7298,46.204600000000006,0.375208938424,3.468141900642477,144.58,-5.8,0
92,CNC(=O)c1cccc(NC(=O)C(=O)NCc2ccccc2)c1C,*C(=O)NC *C(=O)C(=O)Nc1cccc(*)c1C *NCc1ccccc1,3,18,0,3,3,0,16,9,0,0,0,0,2,1.60952,91.48760000000004,0.752943479082,1.7947078900979392,87.30000000000001,-6.6,0
91,COc1cccc(C(=O)Nc2cccc(C)c2)c1,*c1cccc(OC)c1 *C(=O)Nc1cccc(C)c1,2,15,0,1,2,0,12,7,0,0,0,0,2,3.25592,72.12620000000003,0.880735843396,1.3741656522362575,38.33,-6.6,0
90,Cc1ccc(CNC(=O)CSc2nnc([O-])[nH]c2=O)cc1,*c1ccc(C)cc1 *CNC(=O)CS* *c1nnc([O-])[nH]c1=O,3,13,0,4,3,1,15,7,0,0,0,0,2,-0.04458,75.84840000000001,0.771835078646,2.704093424865025,110.79999999999998,-7.3,0
89,O=C(CCC1=c2ccccc2=[NH+]C1)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,*C(=O)CCC1=c2ccccc2=[NH+]C1 *Nc1cccc(S(=O)(=O)N2CCCCC2)c1,2,22,0,3,3,1,22,10,0,0,0,1,3,0.1446,110.94820000000006,0.727058589775,2.993815470971775,80.45,-7.5,0
88,CCNC(=O)NNC(=O)C(Cc1ccccc1)n1cnnn1,*NCC *C(=O)NNC(=O)C(Cc1ccccc1)n1cnnn1,2,13,0,7,2,0,16,7,0,0,0,1,1,-0.1928,77.35110000000002,0.683979798247,2.867507746787433,113.83,-7.0,0
86,CN(Cc1ccc(C(N)=O)cc1)C(=O)c1ccc([N+](=O)[O-])cc1,*N(C)C(=O)c1ccc([N+](=O)[O-])cc1 *Cc1ccc(C(N)=O)cc1,2,16,0,3,4,0,15,9,0,0,0,0,2,1.9659,83.8538,0.675913491074,1.8182914213254813,106.54,-6.9,0
57,CC(=O)Nc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCN(C(C)=O)CC3)c2)cc1,*C(C)=O *Nc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCN(C(C)=O)CC3)c2)cc1,2,21,0,4,5,1,22,11,0,0,0,0,3,1.7501,116.15370000000004,0.734440425396,1.982228390543364,115.89,-7.1,0
113,CCC(C)N1C(=O)c2ccccc2C(C(=O)NC2[NH+]=c3ccccc3=[NH+]2)C12CCCC2,*CCCC *N1C(=O)c2ccccc2C(C(=O)NC2[NH+]=c3ccccc3=[NH+]2)C12CCCC2,2,25,0,4,2,0,26,9,0,0,0,2,3,-1.1486999999999952,114.05860000000006,0.5866580435724776,5.062150638014323,77.35000000000001,-8.3,0
55,O=C(NC(Cc1ccccc1)C(=O)[O-])c1nnn[n-]1,*C(=O)c1nnn[n-]1 *CC(N*)C(=O)[O-] *c1ccccc1,3,11,0,5,3,0,13,7,0,0,0,1,1,-2.0802,59.554200000000016,0.6937411940389999,4.022600732392593,122.0,-7.2,0
25,CCc1ccc(OCC(=O)Nc2ccc(C(N)=O)cc2)cc1,*c1ccc(CC)cc1 *OCC(=O)Nc1ccc(C(N)=O)cc1,2,17,0,2,3,0,15,8,0,0,0,0,2,2.3654,84.90460000000003,0.8593351746500001,1.5783434564423402,81.41999999999999,-6.9,0
24,COC(=O)CNC(=O)CCc1ccc(F)c(F)c1,*CC(=O)OC *NC(=O)CCc1ccc(F)c(F)c1,2,12,2,1,3,0,13,5,0,0,0,0,1,1.1866,59.70470000000002,0.8159110783490001,1.8453664464000783,55.4,-6.5,0
23,CCNC(=O)NCCS(=O)(=O)N1CCN(c2ncccn2)CC1,*NCC *CCNC(*)=O *S(=O)(=O)N1CCN(c2ncccn2)CC1,3,13,0,6,3,1,18,6,0,0,0,0,2,-0.7525,86.68020000000004,0.7359223802860001,2.3205748025596336,107.53,-6.4,0
22,Cn1ccc(-c2cc(C(=O)N3CCN(Cc4ccccn4)CC3)c3ccccc3n2)n1,*c1ccn(C)n1 *c1cc(C(=O)N2CCN(Cc3ccccn3)CC2)c2ccccc2n1,2,24,0,6,1,0,24,11,0,0,0,1,4,2.9883,119.36250000000004,0.510339296354,2.3350861211848137,67.15,-9.2,0
21,Cc1cccc(NC(=O)C(=O)NCC2CCN(c3ncccn3)CC2)c1,*c1cccc(C)c1 *CNC(=O)C(=O)N* *C1CCN(c2ncccn2)CC1,3,19,0,5,2,0,20,8,0,0,0,0,3,1.75632,99.78740000000003,0.8241304199539999,2.161158104848276,87.22000000000001,-7.6,0
20,Cc1cnn(C2CCN(C(=O)CNC(=O)c3ccccc3)CC2)c1,*n1cc(C)cn1 *C1CCN(C(=O)CNC(=O)c2ccccc2)CC1,2,18,0,4,2,0,19,7,0,0,0,1,2,1.78502,90.59020000000004,0.93791685243,2.1475953457960384,67.23,-7.3,0
19,CC(=O)NC(c1ccccc1)C1[NH+]=c2ccccc2=[NH+]1,*C(C)=O *NC(c1ccccc1)C1[NH+]=c2ccccc2=[NH+]1,2,16,0,3,1,0,14,8,0,0,0,1,2,-2.6959,72.61110000000004,0.585864088562,4.098622579838648,57.04,-7.0,0
18,COc1ccc(C)cc1CCNC(=O)Cc1ccc(NC(C)=O)cc1,*c1cc(C)ccc1OC *CCNC(=O)Cc1ccc(N*)cc1 *C(C)=O,3,20,0,2,3,0,18,8,0,0,0,0,2,2.86342,98.89440000000003,0.808191918,1.8067934339788432,67.43,-7.8,0
17,O=C1N=C2NC3=C(C(=O)CCC3)C(c3ccc(OC(F)F)cc3)C2C(=O)N1,*C1C2=C(CCCC2=O)NC2=NC(=O)NC(=O)C21 *c1ccc(OC(F)F)cc1,2,18,2,3,4,0,22,8,0,0,0,0,4,2.2464,89.29840000000003,0.846647529294,3.776123812502493,96.86,-8.6,0
16,Cc1ccc(C(=O)NCC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)cc1C,*c1ccc(C)c(C)c1 *C(=O)NCC(=O)N1CCC(C(=O)Nc2ccccc2)CC1,2,23,0,3,3,0,22,9,0,0,0,0,3,2.91054,112.62490000000004,0.812923594368,1.8717354656112803,78.51,-7.9,0
14,CC1(c2ccc3c(c2)OCO3)NC(=O)N(CC(=O)Nc2ccc3c(c2)OCO3)C1=O,*C1(C)NC(=O)N(CC(=O)Nc2ccc3c(c2)OCO3)C1=O *c1ccc2c(c1)OCO2,2,20,0,3,7,0,25,9,0,0,0,3,2,1.5497,101.35640000000002,0.740460288654,2.808219679686172,115.43,-8.2,0
13,COc1ccc(C(=O)NCC(=O)Nc2ccccc2)nn1,*c1ccc(OC)nn1 *C(=O)NCC(=O)Nc1ccccc1,2,14,0,4,3,0,14,8,0,0,0,0,2,0.8537,75.98890000000002,0.863066904522,1.8852159281244767,93.21,-6.8,0
12,O=C(NCc1cnn(-c2ccccc2)c1)c1n[nH]c(=O)[nH]1,*C(=O)c1n[nH]c(=O)[nH]1 *NCc1cnn(-c2ccccc2)c1,2,13,0,6,2,0,15,8,0,0,0,2,1,0.2137,73.9426,0.651890154356,2.527419156371641,108.45999999999998,-7.6,0
11,CC[NH+]1CCN(CC(=O)NC2=c3c(C)cccc3=[NH+]C2C(=O)OC)CC1,*N1CC[NH+](CC)CC1 *CC(=O)NC1=c2c(C)cccc2=[NH+]C1C(=O)OC,2,19,0,4,3,0,22,6,0,0,0,1,2,-4.30478,95.52710000000005,0.447153811458,4.880459852269215,77.05,-7.0,0
10,Cc1cc(F)ccc1CCNC(=O)CN1C(=O)CNC1=O,*c1ccc(F)cc1C *CCNC(=O)CN1C(=O)CNC1=O,2,14,1,3,3,0,16,6,0,0,0,1,1,0.34462,72.96240000000002,0.786027248554,2.247554495763735,78.51,-6.9,0
9,NC(=O)c1nn(CC(=O)NCc2ccc(F)cc2)c(=O)c2ccccc12,*C(N)=O *C(=O)Cn1nc(*)c2ccccc2c1=O *NCc1ccc(F)cc1,3,18,1,4,3,0,18,10,0,0,0,0,3,0.9509,92.76760000000002,0.721580283454,1.994252039516347,107.08,-7.2,0
8,CCCNC(=O)NCc1cccc(S(=O)(=O)NC)c1,*CCC *NC(=O)N* *Cc1cccc(*)c1 *S(=O)(=O)NC,4,12,0,3,3,1,13,6,0,0,0,0,1,0.8039,73.21690000000004,0.734072808667,1.9182924346487784,87.30000000000001,-6.3,0
7,Nc1c(NNC(=O)c2ccncc2)ncnc1N1CC[NH+](Cc2ccccc2)CC1,*C(=O)NNc1ncnc(N2CC[NH+](Cc3ccccc3)CC2)c1N *c1ccncc1,2,21,0,8,1,0,23,10,0,0,0,0,4,0.1158,114.826,0.4422310576389999,3.3356318998710583,113.5,-8.3,0
6,COc1ccc(C)cc1NC(=O)Cc1ccc(NC(C)=O)cc1,*c1cc(C)ccc1OC *NC(=O)Cc1ccc(NC(C)=O)cc1,2,18,0,2,3,0,16,8,0,0,0,0,2,3.14322,90.81040000000004,0.878892772474,1.6433681383584506,67.43,-7.2,0
5,O=C1CN(S(=O)(=O)c2ccc(C(=O)NC3CCC3)cc2)CCN1,*N1CCNC(=O)C1 *S(=O)(=O)c1ccc(C(=O)NC2CCC2)cc1,2,15,0,3,4,1,18,7,0,0,1,0,2,0.0894,83.31570000000004,0.835815828536,2.09331188835845,95.58,-6.6,0
4,COc1ccc(OC)c(C=NNC(=O)CNC(=O)c2cccc(C)c2)c1,*CC(=O)NN=Cc1cc(OC)ccc1OC *NC(=O)c1cccc(C)c1,2,19,0,3,4,0,18,9,0,0,0,0,2,1.89232,98.79490000000004,0.589945359169,1.9794935569030687,89.02000000000001,-7.5,0
3,NNC(=O)c1cn(CCN2CCN3C(=O)NCC3C2)nn1,*C(=O)NN *c1cn(CCN2CCN3C(=O)NCC3C2)nn1,2,11,0,8,2,0,19,4,0,0,0,2,1,-2.4090000000000003,72.00830000000002,0.3418415529119999,3.3073820759669124,121.41,-7.0,0
2,CS(=O)(=O)c1ccccc1C(=O)N1CCc2ccc([N+](=O)[O-])cc2C1,*c1ccccc1S(C)(=O)=O *C(=O)N1CCc2ccc([N+](=O)[O-])cc2C1,2,17,0,2,5,1,17,10,0,0,0,0,3,2.1968,91.09270000000004,0.619060579055,2.177520132497712,97.59,-7.9,0
1,Cc1ccc(NC(=O)N(C)C)c(C(=O)N(C)CC(=O)Nc2ccccc2)c1,*c1ccc(C)cc1C(=O)N(C)CC(=O)Nc1ccccc1 *NC(=O)N(C)C,2,20,0,4,3,0,19,9,0,0,0,0,2,2.79922,105.9169,0.8460563062600001,2.0137675418796017,81.75,-7.6,0
56,Cc1ccccc1CCC(=O)NCCN1C(=O)CNC1=O,*c1ccccc1C *CCC(=O)NCCN1C(=O)CNC1=O,2,15,0,3,3,0,16,6,0,0,0,1,1,0.5956199999999999,77.62140000000004,0.7667616612199999,2.154793033730736,78.51,-7.0,0
26,NC(=O)c1ccn(-c2ccccc2NC(=O)c2cccc(F)c2)n1,*C(N)=O *c1ccn(-c2ccccc2NC(=O)c2cccc(F)c2)n1,2,17,1,4,2,0,16,10,0,0,0,1,2,2.3626,86.43510000000002,0.7723696115629999,2.018567193130289,90.01,-8.0,0
27,O=C(c1ccc2ccccc2c1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,*C(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1 *c1ccc2ccccc2c1,2,21,1,2,3,1,20,11,0,0,0,0,4,3.1256,105.01030000000004,0.672218559693,1.9074406215857405,57.690000000000005,-8.1,0
15,Cc1ccc(-c2nnn(CC(=O)N3CCCCC3)n2)c(-n2cnnn2)c1,*c1ccc(C)cc1-n1cnnn1 *c1nnn(CC(=O)N2CCCCC2)n1,2,16,0,9,1,0,21,8,0,0,0,2,2,0.63672,91.13300000000002,0.6893472423549999,2.575442849787549,107.51,-8.0,0
29,CN(C)C(=O)Cc1ccc(NC(=O)Cn2cnc3ccccc3c2=O)cc1,*N(C)C *C(=O)Cc1ccc(NC(=O)Cn2cnc3ccccc3c2=O)cc1,2,20,0,4,3,0,19,10,0,0,0,0,3,1.6659,103.47270000000005,0.752457573997,1.9812028849149463,84.30000000000001,-7.0,0
