,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score
10,CCC(C)NC(=O)c1ccc(NCc2cn3c(C)cccc3[nH+]2)nc1,*CCCC *NC(=O)c1ccc(NCc2cn3c(C)cccc3[nH+]2)nc1,2,19,0,5,1,0,19,8,0,0,0,1,2,2.59722,97.47260000000004,0.7255001648702359,3.7379473731848414,72.57000000000001,-6.5
11,CCC(C)C(=O)CSc1nnc(NC(=O)c2ccccc2F)s1,*CCCC *C(=O)CSc1nnc(NC(=O)c2ccccc2F)s1,2,15,1,3,2,2,17,7,0,0,0,1,1,3.636800000000002,89.44820000000004,0.6077021308916805,2.7271351515855002,71.95,-6.6
12,CNS(=O)(=O)c1cscc1C(C)C,*c1cc(S(=O)(=O)NC)cs1 *C(C)C,2,8,0,1,2,2,9,4,0,0,0,1,0,1.7796,54.65350000000002,0.841975598364648,2.7973773065699117,46.17,-4.9
13,CC[NH2+]C1CN(C(=O)COc2ccccc2)CC[NH+]1,*[NH+]1CCN(C(=O)COc2ccccc2)CC1 *[NH2+]CC,2,14,0,3,2,0,16,4,0,0,0,0,2,-1.8337999999999948,70.60110000000003,0.6568224424716239,4.044632573884435,61.75000000000001,-6.6
14,CCC(C)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1)N2,*CCCC *c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1)N2,2,22,0,1,0,1,20,7,0,0,0,1,3,6.680000000000005,102.95170000000005,0.6157374579316929,3.478676890261296,12.03,-6.0
15,CCC(C)N1CCCC1C1=NC=CC1,*CCCC *N1CCCC1C1=NC=CC1,2,12,0,2,0,0,13,2,0,0,0,2,0,2.6077000000000012,60.673000000000044,0.670832339370119,4.025255399919363,15.6,-5.3
16,CCC(C)NC(=O)c1ccc(CSc2ccccc2)cc1,*CCCC *NC(=O)c1ccc(CSc2ccccc2)cc1,2,18,0,1,1,1,15,7,0,0,0,0,2,4.507200000000004,89.66420000000005,0.7952895326209761,2.120542845197681,29.1,-6.2
17,CCC(C)[NH2+]C1CCC([NH+](C)CCC2CCCO2)CC1,*CCCC *[NH2+]C1CCC([NH+](C)CCC2CCCO2)CC1,2,17,0,2,1,0,21,0,0,0,0,1,1,0.743300000000003,83.06710000000007,0.70973042699476,5.585935702412341,30.28,-5.7
18,CCC(C)CCNC1C(=O)N(CC)C(=S)N1NC(=O)c1ccccc1,*CCCC *CCN* *C1C(=O)N(CC)C(=S)N1NC(=O)c1ccccc1,3,18,0,4,2,1,20,6,0,0,0,1,1,2.1323,101.59490000000002,0.6938367769486583,3.4705836758219277,64.68,-5.7
19,CCC(C)CCC(=O)N(C)Cc1ccc2nsnc2c1,*CCCC *CCC(=O)N(C)Cc1ccc2nsnc2c1,2,15,0,3,1,1,16,5,0,0,0,1,1,3.4760000000000026,82.57800000000005,0.8183100918332211,2.9017196904866207,46.09,-5.7
20,CCC(C)C(=O)N1CCCC(C(=O)OC(C#N)C2CC2)C1,*CCCC *C(=O)N1CCCC(C(=O)OC(C#N)C2CC2)C1,2,16,0,2,3,0,19,2,1,1,0,0,1,2.11648,76.97600000000006,0.7276777144132006,3.6427339727972026,70.4,0.0
21,CCC(C)Oc1ccccc1C=CC(=O)Nc1nnc(C2CC2)s1,*CCCC *Oc1ccccc1C=CC(=O)Nc1nnc(C2CC2)s1,2,18,0,3,2,1,19,7,0,1,0,1,1,4.2447000000000035,96.37070000000004,0.7636245821973853,2.841768680339241,64.11,-6.4
22,CCC(C)S(=O)(=O)c1c(C)c(C)cc(Br)c1C,*CCCC *S(=O)(=O)c1c(C)c(C)cc(Br)c1C,2,13,0,0,2,2,12,5,0,0,0,0,1,3.9465600000000034,75.29180000000004,0.8453040881212713,3.136517416623958,34.14,-5.8
23,CC[NH2+]C(C)NC(=O)Cc1csc(-c2cccc(F)c2)n1,*CCNC(=O)Cc1csc(-c2cccc(F)c2)n1 *[NH2+]CC,2,15,1,3,1,1,16,6,0,0,0,1,1,1.5372,81.28310000000003,0.7953567429153919,3.4345101854845144,58.6,-6.5
24,COc1cc(C(C)[NH+]2CCCN(C(=O)c3ccsc3)CC2)ccc1[N+](=O)[O-],*c1ccc(OC)c([N+](=O)[O-])c1 *C(C)[NH+]1CCCN(C(=O)c2ccsc2)CC1,2,19,0,3,4,1,22,7,0,0,0,1,1,2.1569000000000003,103.59960000000007,0.6269483388827412,4.096920978494395,77.12,-6.6
25,CC[NH2+]c1cc(NC(=O)c2ccco2)ccc1C,*c1cc(C)ccc1NC(=O)c1ccco1 *[NH2+]CC,2,14,0,2,2,0,13,6,0,0,0,1,1,2.0551199999999996,69.96660000000003,0.8098942536951784,3.0142914440914614,58.85,-6.5
26,CCC(C)N(C)C(=O)NOc1ccccc1C(F)(F)F,*CCCC *N(C)C(=O)NOc1ccccc1C(F)(F)F,2,13,3,2,2,0,16,4,0,0,0,0,1,3.4391000000000025,68.11970000000002,0.8630337086464691,3.0879883873557903,41.57000000000001,-6.0
27,CCC(C)CC(NC(=O)C1CCCOC1)c1ccccn1,*CCCC *CC(NC(=O)C1CCCOC1)c1ccccn1,2,17,0,2,2,0,18,4,0,0,0,0,2,3.101700000000002,82.73570000000005,0.8755592214064926,3.321955146886271,51.22,-6.1
28,CC[NH2+]C1CCC(C(=O)NCc2ccco2)N1,*N1CCCC1C(=O)NCc1ccco1 *[NH2+]CC,2,12,0,3,2,0,15,3,0,0,0,2,0,-0.4427999999999987,62.966800000000035,0.6509088366475996,4.2055779580772,70.88,-6.1
29,CCC(C)N(C)c1ncc(Cl)cn1,*CCCC *N(C)c1ncc(Cl)cn1,2,9,0,3,0,1,10,3,0,0,0,0,1,2.3647,55.198000000000036,0.7486740844841383,3.0628777659831297,29.020000000000003,-4.8
30,CCC(C)CCCC(=O)N1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,*CCCC *CCCC(=O)N1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,2,18,0,4,3,2,22,7,0,0,0,1,2,2.7406000000000015,106.05980000000007,0.7007703905930168,2.9155519072513076,83.47000000000001,-6.5
31,CCC(C)CCNc1nn(CC(=O)Nc2ccc(OC)cc2OC)c(=O)c2noc(C)c12,*CCCC *CCN* *c1nn(CC(=O)Nc2ccc(OC)cc2OC)c(=O)c2noc(C)c12,3,22,0,5,5,0,26,8,0,0,0,1,2,3.196920000000002,121.53840000000007,0.49007490742958876,3.1332646404544473,120.51000000000002,-6.7
32,CCC(C)C(=S)Nc1cccnc1,*CCCC *C(=S)Nc1cccnc1,2,10,0,2,0,1,9,4,0,0,0,0,1,2.867000000000001,59.91270000000003,0.7488856579824907,2.8335351286204933,24.92,-5.0
33,CCC(C)C(O)c1ccnc2ccc(O)cc12,*CCCC *C(O)c1ccnc2ccc(O)cc12,2,14,0,1,2,0,13,5,0,0,0,0,2,3.0199000000000016,67.82260000000002,0.8533111379473016,2.989632836329646,53.35000000000001,-5.5
34,CCC(C)N1CCc2nc(-c3cccc(C(F)(F)F)c3)sc2C1,*CCCC *N1CCc2nc(-c3cccc(C(F)(F)F)c3)sc2C1,2,17,3,2,0,1,20,5,0,0,0,1,2,4.985500000000004,86.41900000000004,0.7827705959269188,2.910382507354731,16.130000000000003,-6.1
35,CCC(C)Oc1ccc(NC(=O)N2CCC(C)C(O)C2)cc1,*CCCC *Oc1ccc(NC(=O)N2CCC(C)C(O)C2)cc1,2,17,0,2,3,0,19,4,0,0,0,0,2,3.0985000000000014,87.20250000000004,0.8982793954865425,3.066373130803532,61.8,-5.1
36,CCC(C)N1C(=O)C(=Cc2cccc(C)c2)SC1=Nc1nnc(C)s1,*CCCC *N1C(=O)C(=Cc2cccc(C)c2)SC1=Nc1nnc(C)s1,2,18,0,4,1,2,19,8,0,0,0,2,1,4.557440000000004,105.08700000000003,0.7384817217282775,3.2020782631399562,58.45,-6.2
37,CCC(C)C=C(C#N)C(=O)[O-],*CCCC *C=C(C#N)C(=O)[O-],2,8,0,1,2,0,7,2,1,0,0,0,0,0.23238000000000003,38.15800000000001,0.4292971367389365,4.065624835788016,63.92,0.0
38,CCC(C)CCCC(=O)NC1CC2CC1C1CCCC21,*CCCC *CCCC(=O)NC1CC2CC1C1CCCC21,2,18,0,1,1,0,21,1,0,0,0,3,0,4.1437000000000035,82.28170000000006,0.7763388733213045,4.533025102269981,29.1,-5.6
39,CCC(C)C(=O)Nc1ccc2c(c1)C(C)(C)C(=O)N2C,*CCCC *C(=O)Nc1ccc2c(c1)C(C)(C)C(=O)N2C,2,16,0,2,2,0,16,5,0,0,0,1,1,2.925200000000001,80.96270000000004,0.9209642396188551,2.6405015949029593,49.410000000000004,-5.9
40,CC[NH2+]c1cccc(NC(=O)C2CC=CCC2C(=O)[O-])c1,*c1ccc(NC(=O)C2CC=CCC2C(=O)[O-])cc1 *[NH2+]CC,2,16,0,2,3,0,16,6,0,0,0,0,2,0.1722000000000008,77.55910000000003,0.5981088365741628,4.392274093068782,85.84,-5.7
41,CC[NH2+]C(C)C(=O)Nc1ccnn1Cc1ccccc1,*CCC(=O)Nc1ccnn1Cc1ccccc1 *[NH2+]CC,2,15,0,4,1,0,15,6,0,0,0,1,1,0.8417000000000003,78.32910000000004,0.8190355675804495,3.336076356189338,63.53,-5.9
42,CCC(C)c1nn(-c2ccc(OC)cc2)c(Cl)c1C=O,*CCCC *c1nn(-c2ccc(OC)cc2)c(Cl)c1C=O,2,15,0,2,2,1,15,6,0,0,0,1,1,3.860300000000003,79.21950000000004,0.7860621090111112,2.8165629222548514,44.120000000000005,-6.7
43,CCC(C)N1CCN(C(=O)C(C)Sc2nnc(-c3ccco3)n2C)CC1,*CCCC *N1CCN(C(=O)C(C)Sc2nnc(-c3ccco3)n2C)CC1,2,18,0,5,2,1,23,5,0,0,0,2,1,2.498400000000001,101.93000000000006,0.7207680480924388,3.1619484870417818,67.4,-6.5
44,CCC(C)C(=O)c1c(Br)cnn1C,*CCCC *C(=O)c1c(Br)cnn1C,2,9,0,2,1,1,10,3,0,0,0,1,0,2.4114000000000004,54.69350000000002,0.7662151800276782,3.123841915950809,34.89,-4.7
45,CCC(C)c1n[nH]c(NN=Cc2ccc(C)o2)n1,*CCCC *c1n[nH]c(NN=Cc2ccc(C)o2)n1,2,12,0,5,1,0,14,5,0,0,0,2,0,2.6656200000000005,69.75040000000003,0.6285178437465175,3.39094564623254,79.10000000000001,-6.6
46,CCC(C)CCNNc1nc2ccc(NS(=O)(=O)c3ccc(OC)c(OC)c3)cc2s1,*CCCC *CCN* *Nc1nc2ccc(NS(=O)(=O)c3ccc(OC)c(OC)c3)cc2s1,3,21,0,4,4,2,24,9,0,0,0,1,2,4.467000000000003,125.67190000000005,0.2842629442275153,2.985905978765789,101.58000000000001,-6.3
47,CCC(C)N1CC(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)CC1=O,*CCCC *N1CC(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)CC1=O,2,19,0,4,4,0,23,6,0,0,0,1,2,1.8903999999999996,101.46240000000006,0.5801730784148705,2.9861732376037082,87.0,-5.9
48,CCC(C)N(CC)C(=O)CNc1cccc(C(F)(F)F)c1,*CCCC *N(CC)C(=O)CNc1cccc(C(F)(F)F)c1,2,15,3,2,1,0,17,4,0,0,0,0,1,3.764300000000002,77.07370000000003,0.8674085882831832,2.6419131748680105,32.34,-6.0
49,CCC(C)c1ccc(Oc2nc3ccccn3c(=O)c2C=C(C#N)C(=O)NCc2ccco2)cc1,*CCCC *c1ccc(Oc2nc3ccccn3c(=O)c2C=C(C#N)C(=O)NCc2ccco2)cc1,2,27,0,4,4,0,25,12,1,0,0,1,3,4.816680000000004,130.8287,0.29335949904417064,3.1430803644779175,109.63000000000001,0.0
50,CCC(C)C(=O)C1=C(CSc2nc3c(cc2C#N)CCCCC3)OC(N)=C(C#N)C1c1ccsc1,*CCCC *C(=O)C1=C(CSc2nc3c(cc2C#N)CCCCC3)OC(N)=C(C#N)C1c1ccsc1,2,27,0,4,2,2,28,8,2,0,0,1,2,5.752960000000005,137.39439999999996,0.37699479126123475,3.9977337021913772,112.78999999999999,0.0
51,CCC(C)c1ccc(C(=O)Nc2ccc3c(c2)COC3)cc1,*CCCC *c1ccc(C(=O)Nc2ccc3c(c2)COC3)cc1,2,19,0,1,2,0,17,7,0,0,0,1,2,4.482600000000003,88.03620000000005,0.9026242180203726,2.461283570963259,38.33,-6.0
52,CCC(C)CCNC[NH2+]CC1CSc2ccccc21,*CCCC *CCN* *C[NH2+]CC1CSc2ccccc21,3,16,0,2,0,1,17,3,0,0,0,1,1,2.4226,83.64110000000005,0.5650497118668152,4.284657394115378,28.64,-5.2
53,CCC(C)Nc1ccc(O)cc1C(=O)[O-],*CCCC *Nc1ccc(O)cc1C(=O)[O-],2,11,0,1,3,0,11,4,0,0,0,0,1,0.9660999999999995,55.81300000000003,0.7229234545640886,3.1416984974155824,72.39,-5.3
54,CCC(C)NC(=O)c1cc(Cl)cc(Cc2ccccc2)c1O,*CCCC *NC(*)=O *c1cc(Cl)cc(Cc2ccccc2)c1O,3,18,0,1,2,1,16,7,0,0,0,0,2,4.164700000000004,89.58400000000005,0.8694037831651269,2.3919603499220035,49.33,-6.6
55,CCC(C)Nc1ccc(NC(=O)N2CCC(C)C(O)C2)cc1,*CCCC *Nc1ccc(NC(=O)N2CCC(C)C(O)C2)cc1,2,17,0,3,2,0,19,4,0,0,0,0,2,3.1316000000000015,90.19720000000005,0.8005067868487054,3.079383975696344,64.6,-5.1
56,CCC(C)NCc1cc(C(F)(F)F)nn1C,*CCCC *NCc1cc(C(F)(F)F)nn1C,2,10,3,3,0,0,14,2,0,0,0,1,0,2.327,54.80270000000003,0.8675965409875898,2.952883414399558,29.85,-5.7
57,CCC(C)NC(=O)NC(C)c1ccsc1,*CCCC *NC(=O)NC(C)c1ccsc1,2,11,0,2,1,1,12,3,0,0,0,1,0,2.9068000000000014,64.15440000000004,0.8140126957872449,2.8868109536690394,41.13,-5.7
58,CC[NH2+]n1nc2c(c1C)C(c1ccc(O)cc1)CC(=O)N2,*n1nc(C)c2c1NC(=O)CC2c1ccc(O)cc1 *[NH2+]CC,2,15,0,4,2,0,17,6,0,0,0,1,2,0.7176200000000001,78.02490000000003,0.7272589237736413,3.9889219195131975,83.75999999999999,-6.6
59,CCC(C)CCNN1CCC2(CCC(=O)N(CCc3c[nH]c[nH+]3)C2)CC1,*CCCC *CCN* *N1CCC2(CCC(=O)N(CCc3c[nH]c[nH+]3)C2)CC1,3,20,0,5,1,0,25,3,0,0,0,1,2,2.0167,102.18110000000007,0.7434853425758663,4.86826209284084,65.51,-7.0
60,CCC(C)n1c(=NC(=O)CCCS(=O)(=O)c2ccc(OC)cc2)sc2cc3c(cc21)OCO3,*CCCC *n1c(=NC(=O)CCCS(=O)(=O)c2ccc(OC)cc2)sc2cc3c(cc21)OCO3,2,23,0,2,6,2,26,10,0,0,0,2,2,4.092500000000004,125.79080000000006,0.47187123291158495,3.254052801181002,96.19000000000001,-6.2
61,CCC(C)C(=O)C1(C)CCN(C(=O)NCC(C)Sc2ccccc2)CC1,*CCCC *C(=O)C1(C)CCN(C(=O)NCC(C)Sc2ccccc2)CC1,2,21,0,2,2,1,22,5,0,0,0,0,2,4.594100000000004,108.53570000000006,0.7079587672021584,3.40524545753704,49.410000000000004,-5.9
62,CCC(C)C1(C)NC(=O)N(CCn2cncn2)C1=O,*CCCC *C1(C)NC(=O)N(CCn2cncn2)C1=O,2,12,0,5,2,0,16,4,0,0,0,2,0,0.6346999999999998,68.12670000000003,0.792001052501205,3.6772227518345817,80.12,-6.4
63,CCC(C)C(C(=O)NCC1CCN(c2cc[nH+]cc2)CC1)C(C)C,*CCCC *C(C(=O)NCC1CCN(c2cc[nH+]cc2)CC1)C(C)C,2,20,0,3,1,0,21,4,0,0,0,0,2,3.151600000000001,98.72740000000007,0.8335689066256553,4.093769237046175,46.480000000000004,-5.7
64,CCC(C)c1nc(COc2cccc(NC(=O)C3CC3)c2)c(C)o1,*CCCC *c1nc(COc2cccc(NC(=O)C3CC3)c2)c(C)o1,2,19,0,2,3,0,20,6,0,1,0,1,1,4.424020000000003,92.07370000000004,0.8166803160572018,2.777012109122925,64.36,-7.2
65,CCC(C)c1ccc2c(c1)C1C=CCC1C(c1ccc(OC)c(O)c1)N2,*CCCC *c1ccc2c(c1)C1C=CCC1C(c1ccc(OC)c(O)c1)N2,2,23,0,1,2,0,22,7,0,0,0,1,3,5.7408000000000055,106.15850000000006,0.6915433304244399,3.624007083824967,41.49,-7.0
66,CCC(C)Nc1cc(OC)c(C(=O)[O-])cc1Cl,*CCCC *Nc1cc(OC)c(C(=O)[O-])cc1Cl,2,12,0,1,3,1,13,4,0,0,0,0,1,1.9224999999999999,65.71020000000003,0.8744185007969402,3.090400421990685,61.39,-5.6
67,CC[NH2+]C(CNC(=O)COc1ccc(F)cc1)N1CCOCC1,*C(CN1CCOCC1)NC(=O)COc1ccc(F)cc1 *[NH2+]CC,2,16,1,3,3,0,20,4,0,0,0,0,2,-0.437699999999998,83.55110000000005,0.6798222419884273,3.3437652215155698,67.41,-5.9
68,CC[NH2+]CCNC(=O)C1(C)CC[NH2+]C1,*C(C)NC(=O)C1(C)CC[NH2+]C1 *[NH2+]CC,2,10,0,3,1,0,13,1,0,0,0,1,0,-2.3406999999999965,54.72650000000002,0.4289176203523979,5.680763538268301,62.32,-4.9
69,CCC(C)[NH+](Cc1ccccc1)Cc1cccc2cn[nH]c12,*CCCC *[NH+](Cc1ccccc1)Cc1cccc2cn[nH]c12,2,19,0,3,0,0,17,7,0,0,0,1,2,2.9465000000000003,90.65940000000005,0.7197776396798203,3.984801344490906,33.120000000000005,-6.7
70,CCC(C)C(C(=O)NNc1cccc(F)c1F)C(C)CC,*CCCC *C(C(=O)NNc1cccc(F)c1F)C(C)CC,2,16,2,2,1,0,17,4,0,0,0,0,1,4.1163000000000025,80.52340000000004,0.7435701371179789,3.3116840390550006,41.13,-6.0
71,Cc1nnc2n1CCCC2NC(=O)NCC(C(C)[NH2+])[NH+]1CCCC1,*[NH2+]CC *C(CNC(=O)NC1CCCn2c(C)nnc21)[NH+]1CCCC1,2,16,0,7,1,0,23,3,0,0,0,2,1,-1.815879999999996,88.37450000000005,0.509381725478877,5.178037135873984,101.58,-6.0
72,CCC(C)CCNC(=O)C(=O)Nc1cc2c3c(c1)CC(=O)N3CCC2,*CCCC *CCNC(=O)C(=O)Nc1cc2c3c(c1)CC(=O)N3CCC2,2,19,0,3,3,0,21,6,0,0,0,1,2,2.0127999999999995,96.53140000000005,0.8029507243200308,3.024647713689407,78.51,-6.5
73,CCC(C)C(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(OCc3ccccc3)cc1)N2,*CCCC *C(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(OCc3ccccc3)cc1)N2,2,30,0,1,2,0,26,11,0,0,0,1,4,7.320900000000008,133.79519999999997,0.3107559160385546,3.4961052821710705,38.33,-6.4
74,CCC(C)N(C)C(=O)Nc1cccc(C)c1,*CCCC *N(C)C(=O)Nc1cccc(C)c1,2,13,0,2,1,0,12,4,0,0,0,0,1,3.257220000000001,67.71370000000003,0.8327846761198792,2.326392870060177,32.34,-5.2
75,CCC(C)Oc1cccc(C(C)Nc2cc(-n3ccnc3)ncn2)c1,*CCCC *Oc1cccc(C(C)Nc2cc(-n3ccnc3)ncn2)c1,2,19,0,5,1,0,19,8,0,0,0,1,2,4.0127000000000015,98.01470000000005,0.7054272504233166,3.2201210504038666,64.86,-7.0
76,CCC(C)C1CCCN1C(=O)c1ccc2c(c1)NC(=O)CS2,*CCCC *C1CCCN1C(=O)c1ccc2c(c1)NC(=O)CS2,2,17,0,2,2,1,19,5,0,0,0,1,2,3.3815000000000017,89.30920000000005,0.9292365855011466,3.267460727245247,49.410000000000004,-6.1
77,CCC(C)c1nnc2n1NC(c1ccc(OC)cc1)C(C(=O)Nc1ccc(C)c(Cl)c1)S2,*CCCC *c1nnc2n1NC(c1ccc(OC)cc1)C(C(=O)Nc1ccc(C)c(Cl)c1)S2,2,23,0,5,2,2,26,9,0,0,0,1,3,5.159820000000004,128.28740000000002,0.5164568259179505,3.602644807311578,81.07,-7.3
78,CCC(C)Cc1cccc(CNC(=O)C2CCOC2C)c1,*CCCC *Cc1cccc(CNC(=O)C2CCOC2C)c1,2,18,0,1,2,0,18,4,0,0,0,1,1,3.3164000000000025,84.96870000000006,0.8722014930831365,3.2794959161170407,38.33,-6.4
79,CC[NH2+]N(O)C(=O)c1cc(Br)c[nH]1,*ONC(=O)c1cc(Br)c[nH]1 *[NH2+]CC,2,7,0,3,2,1,10,3,0,0,0,1,0,0.1069000000000001,48.91510000000001,0.3076098420783412,4.009529420338497,72.94,-5.2
80,CCC(C)NC(=O)CSc1nnc2c3c4c(sc3nc(C)n12)CCCC4,*CCCC *NC(=O)CSc1nnc2c3c4c(sc3nc(C)n12)CCCC4,2,18,0,5,1,2,23,6,0,0,0,2,2,3.5330200000000023,106.16370000000005,0.6759752278647383,3.0498415000919588,72.18,-7.0
81,CCC(C)CCNC(=O)NCCC(=O)Nc1ccccc1C,*CCCC *CCN* *C(=O)NCCC(=O)Nc1ccccc1C,3,17,0,3,2,0,17,5,0,0,0,0,1,3.059020000000001,89.89910000000005,0.6905750974729671,2.343419366315448,70.23,-5.8
82,CCC(C)c1ccc(CN2CCOC(c3ccc(C)o3)C2)cc1OC,*CCCC *c1ccc(CN2CCOC(c3ccc(C)o3)C2)cc1OC,2,21,0,1,3,0,22,5,0,0,0,1,2,4.683620000000005,99.11500000000007,0.7624191727724774,3.154844479439621,34.84,-6.6
83,CC([NH2+])N1CCCC(O)(C[NH2+]Cc2cn3c(n2)SCC3)C1=O,*[NH2+]CC *N1CCCC(O)(C[NH2+]Cc2cn3c(n2)SCC3)C1=O,2,14,0,5,2,1,21,3,0,0,0,2,1,-2.220599999999995,80.73160000000003,0.5705297460366623,5.259882067195619,100.27000000000001,-5.9
84,Cc1cc(C(C)[NH2+])c2c(C)cc(=O)oc2c1,*[NH2+]CC *c1cc(C)cc2oc(=O)cc(C)c12,2,13,0,1,2,0,12,5,0,0,0,0,2,1.49854,62.29840000000002,0.7358029020850892,3.4559492206862954,55.510000000000005,-5.6
85,CCC(C)Oc1ccc(CCNC(=O)N2CCc3sccc3C2)cc1,*CCCC *Oc1ccc(CCNC(=O)N2CCc3sccc3C2)cc1,2,20,0,2,2,1,21,6,0,0,0,1,2,4.235800000000004,102.35870000000004,0.8392255203704758,2.71036584555754,41.57,-6.8
86,CCC(C)CCN[NH+](C)CC(O)Cn1cccn1,*CCCC *CCN* *[NH+](C)CC(O)Cn1cccn1,3,13,0,4,1,0,16,2,0,0,0,1,0,-0.30049999999999755,72.06220000000005,0.5311116857530882,4.6709372601383246,54.52,-5.1
87,CCC(C)C1C(C(N)=O)CSC2=NC(=O)SC21,*CCCC *C1C(C(N)=O)CSC2=NC(=O)SC21,2,11,0,2,2,2,15,3,0,0,0,1,1,2.1309000000000005,72.29740000000002,0.8539140054872731,4.861943444031565,72.52000000000001,-5.3
88,CCC(C)c1cccc2c1C(=O)N(c1ccc(OC)cc1)C2,*CCCC *c1cccc2c1C(=O)N(c1ccc(OC)cc1)C2,2,19,0,1,2,0,17,7,0,0,0,1,2,4.369100000000004,88.65550000000006,0.8379639023600605,2.608983251927455,29.540000000000003,-6.8
89,CCC(C)CS(=O)(=O)NC(C)CN1CCOCC1,*CCCC *CS(=O)(=O)NC(C)CN1CCOCC1,2,12,0,2,3,1,16,2,0,0,0,0,1,0.672600000000001,73.09850000000006,0.7435734619421394,3.2560307268753412,58.64,-5.3
90,CCC(C)c1ncc(C(=O)NCC2CCCO2)c(C)n1,*CCCC *c1ncc(C(=O)NCC2CCCO2)c(C)n1,2,15,0,3,2,0,17,4,0,0,0,1,1,2.20732,76.78220000000005,0.8958928933695103,3.1286460491791024,64.11,-5.9
91,CCC(C)CCNc1nc(Cl)cc(-c2ccccn2)n1,*CCCC *CCN* *c1nc(Cl)cc(-c2ccccn2)n1,3,15,0,4,0,1,15,6,0,0,0,0,2,4.0401000000000025,82.83470000000004,0.8158435221922316,2.8308836436387317,50.7,-6.1
92,CCC(C)=C(NC(=O)c1ccccc1)C(=O)NN1CCCCC1,*CCCC *=C(NC(=O)c1ccccc1)C(=O)NN1CCCCC1,2,18,0,3,2,0,18,6,0,0,0,0,2,2.6175000000000006,90.46590000000005,0.8211865297479032,2.555573855814071,61.440000000000005,-6.4
