,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
67,CC(=O)c1ccccc1S(=O)(=O)N1CCC(C(=O)[O-])CC1,*C(C)=O *c1ccccc1S(=O)(=O)N1CCC(C(=O)[O-])CC1,2,14,0,1,5,1,15,7,0,0,0,0,2,0.0398,72.93630000000003,0.7522910395260001,2.4621399767074728,94.58,-7.1,0
66,Cc1ccc(C(=O)Nc2cccc(NC(=O)C3CC3)c2)cc1,*c1ccc(C)cc1 *C(=O)Nc1cccc(NC(=O)C2CC2)c1,2,18,0,2,2,0,16,8,0,1,0,0,2,3.59582,86.92790000000002,0.88226604548,1.5262327864671532,58.2,-7.1,0
65,CCNC(=O)c1ccc(CNC(=O)C(=O)Nc2ccc(F)c(F)c2)cc1,*NCC *C(=O)c1ccc(CNC(=O)C(=O)Nc2ccc(F)c(F)c2)cc1,2,18,2,3,3,0,18,9,0,0,0,0,2,1.9694,91.2836,0.715685332916,1.8968679510021216,87.30000000000001,-7.3,0
64,COc1cccc(C(=O)N2CCN(C(=O)Cn3nnnc3C[NH+]3CCCC3)CC2)c1,*c1cccc(OC)c1 *CC(=O)N1CCN(C(*)=O)CC1 *n1nnnc1C[NH+]1CCCC1,3,20,0,7,3,0,26,7,0,0,0,2,2,-1.155,106.92920000000004,0.6751840285390001,3.260649099051188,97.89,-6.8,0
63,O=C(c1ccccc1)c1ccccc1C(=O)N1CCN(c2cnccn2)CC1,*C(=O)c1ccccc1C(=O)N1CCN(c2cnccn2)CC1 *c1ccccc1,2,22,0,4,2,0,20,11,0,0,0,0,4,2.67,106.46500000000005,0.656380415075,2.02954225385591,66.4,-8.4,0
62,Cn1ncc2c(=O)n(CC(=O)NCc3ccc4c(c3)OCO4)cnc21,*n1cnc2c(cnn2C)c1=O *CC(=O)NCc1ccc2c(c1)OCO2,2,16,0,5,4,0,20,8,0,0,0,2,2,0.1751,87.18070000000003,0.7447700000830001,2.314282005407412,100.27,-7.2,0
61,CS(=O)(=O)c1cccc(NS(=O)(=O)CCCC(=O)[O-])c1,*c1cccc(S(C)(=O)=O)c1 *NS(=O)(=O)CCCC(=O)[O-],2,11,0,1,6,2,12,8,0,0,0,0,1,-0.6381,71.20230000000002,0.743675880544,2.6190899608486227,120.44,-6.7,0
60,CC(=O)Nc1ccc(C(=O)COc2ccc(C(N)=O)cc2)cc1,*C(C)=O *Nc1ccc(C(=O)COc2ccc(C(N)=O)cc2)cc1,2,17,0,2,4,0,15,9,0,0,0,0,2,2.0056,85.53110000000002,0.801022111468,1.6925025133584484,98.49,-7.3,0
59,Cc1cccc(NC(=O)c2ccc(NC(N)=O)cc2)c1,*c1cccc(C)c1 *NC(=O)c1ccc(*)cc1 *NC(N)=O,3,15,0,3,2,0,13,8,0,0,0,0,2,2.73792,78.78030000000003,0.795910647725,1.537258377809021,84.22,-7.1,0
58,CNC(=O)c1ccc(CNS(=O)(=O)c2ccc(F)cc2F)cc1,*C(=O)NC *c1ccc(CNS(*)(=O)=O)cc1 *c1ccc(F)cc1F,3,15,2,2,3,1,15,9,0,0,0,0,2,1.8029,80.21570000000003,0.877636522914,1.9040958169298765,75.27000000000001,-7.0,0
69,NC(=O)COc1ccc(NC(=O)Cc2cccc(C(F)(F)F)c2)cc1,*CC(N)=O *Oc1ccc(*)cc1 *NC(=O)Cc1cccc(*)c1 *C(F)(F)F,4,17,3,2,3,0,18,8,0,0,0,0,2,2.7507,84.90910000000001,0.834235507174,1.8645167880161075,81.42000000000002,-7.4,0
57,O=C(NCCO)c1ccccc1C(=O)c1ccccc1,*C(=O)c1ccccc1C(=O)c1ccccc1 *NCCO,2,16,0,1,3,0,13,8,0,0,0,0,2,1.6397,75.73550000000003,0.817747883424,1.6328534472133,66.4,-6.8,0
84,CC(NC(N)=O)C(=O)NC(CO)C(=O)[O-],*C(C)C(=O)NC(CO)C(=O)[O-] *NC(N)=O,2,7,0,3,5,0,11,3,0,0,0,0,0,-3.7298,46.204600000000006,0.375208938424,3.468141900642477,144.58,-5.8,0
86,COC(=O)c1ccccc1-n1c(=O)c2ccccc2n(CC(=O)NCc2ccc(C)cc2)c1=O,*C(=O)OC *c1ccccc1-n1c(=O)c2ccccc2n(CC(=O)NCc2ccc(C)cc2)c1=O,2,26,0,3,5,0,24,13,0,0,0,0,4,2.56382,128.17020000000005,0.4478938801899999,2.1740383039614777,99.4,-8.4,0
110,CC(N)NC(=O)CC1C(=O)NCCN1C(=O)CCC(=O)[O-],*NCC *NC(=O)CC1C(=O)NCCN1C(=O)CCC(=O)[O-],2,12,0,4,5,0,17,4,0,0,0,0,1,-3.345499999999997,69.16080000000002,0.4370468124906326,3.840003819274779,144.66,-6.5,0
109,NC(=O)c1cc(NC(=O)CNC(=O)Cc2cccc(F)c2)ccc1F,*c1cccc(F)c1C(N)=O *NC(=O)CNC(=O)Cc1cccc(F)c1,2,17,2,3,3,0,17,9,0,0,0,0,2,1.3611000000000004,86.66130000000003,0.7352772202743912,1.9176659518957049,101.28999999999999,-7.0,0
108,CC(C)(NC(=O)c1ccn2nnnc2c1)C(=O)C1CCCN(S(=O)(=O)c2ccc(Cl)cc2)C1,*CC(C)NC(=O)c1ccn2nnnc2c1 *C(=O)C1CCCN(S(=O)(=O)c2ccc(Cl)cc2)C1,2,21,0,6,4,2,25,11,0,0,0,1,3,1.9560999999999997,120.26900000000002,0.5590918136838992,3.2807906046117923,126.63,-8.4,0
107,CC[NH2+]n1nnc(C(c2cc3cccc(C)c3[nH]c2=O)N2CCc3ccccc32)n1,*n1nnnc1C(c1cc2cccc(C)c2[nH]c1=O)N1CCc2ccccc21 *[NH2+]CC,2,22,0,7,1,0,24,10,0,0,0,2,3,1.3215199999999998,114.3221,0.4910384580518351,3.8494911620129866,96.31,-8.4,0
106,Cc1cccn2c(=O)cc(CC3[NH+]CC(=O)N4C(c5ccccc5)CCCN4C3=O)nc12,*[NH+]1CC(=O)N2CCCC(c3ccccc3)N2C(=O)C1 *Cc1cc(=O)n2cccc(C)c2n1,2,24,0,5,3,0,26,10,0,0,0,0,4,0.38412000000000157,116.49670000000005,0.6494721247705898,4.141691004783697,90.59,-8.8,0
105,CC(C(=O)NC1CCN(S(C)(=O)=O)CC1)C(=O)NC1[NH+]=c2ccccc2=[NH+]1,*CCC(=O)NC1[NH+]=c2ccccc2=[NH+]1 *C(=O)NC1CCN(S(C)(=O)=O)CC1,2,17,0,5,4,1,21,8,0,0,0,1,2,-5.323299999999997,94.49960000000004,0.3718971007593878,4.223817340449688,123.52000000000001,-7.3,0
104,O=C(c1n[nH]c(=O)c2ccccc12)N1CC=C(n2nc(-n3cncn3)ccc2=O)C1,*C1C=CCN1C(=O)c1n[nH]c(=O)c2ccccc12 *n1nc(-n2cncn2)ccc1=O,2,19,0,8,3,0,22,12,0,0,0,2,3,0.057399999999999896,105.9542,0.5123392715558945,3.069874563242169,131.66,-7.6,0
103,O=C1Cc2ccccc2CN1c1ccncc1-n1nc2n(c(=O)c1=O)CCN2c1ccc(F)cc1,*c1cc(N2Cc3ccccc3CC2=O)ccn1 *n1nc2n(c(=O)c1=O)CCN2c1ccc(F)cc1,2,25,1,6,3,0,27,13,0,0,0,1,5,2.1693,126.63100000000007,0.4263389819986896,2.9539692036880325,93.33,-8.4,0
102,CN(CNC(=O)CN1CCn2c(nn(C)c2=O)C1)C(=O)c1cc([N+](=O)[O-])ccc1Cl,*N(C)C(=O)CN1CCn2c(nn(C)c2=O)C1 *N(C)C(=O)c1cc([N+](=O)[O-])ccc1Cl,2,17,0,7,5,1,24,8,0,0,0,1,2,-0.19509999999999783,105.95460000000001,0.37534979911322897,3.0105019877100485,135.61,-7.4,0
101,CC1CCc2cc(F)ccc2N1C(=O)CN1CC(NC(=O)Nc2ccc(C(N)=O)cc2F)NC1=O,*N1CCN(CC(=O)N2c3ccc(F)cc3CCC2C)C1=O *NC(=O)Nc1ccc(C(N)=O)cc1F,2,23,2,6,4,0,28,10,0,0,0,1,3,1.9043999999999996,122.63400000000006,0.5131071054149777,3.678269741409891,136.87,-8.7,0
100,CNC(=O)NCCS(=O)(=O)NCc1ccccc1,*C(=O)NC *NCCS(=O)(=O)NCc1ccccc1,2,11,0,3,3,1,12,6,0,0,0,0,1,0.035,69.52690000000003,0.701327835318,2.00121327214576,87.30000000000001,-6.2,0
85,NC(=O)c1cnc(-c2ccccc2)n(CC(=O)Nc2ccc3c(c2)OCCO3)c1=O,*C(N)=O *c1cnc(-c2ccccc2)n(CC(=O)Nc2ccc3c(c2)OCCO3)c1=O,2,21,0,4,5,0,22,11,0,0,0,0,4,1.4191,108.51260000000002,0.666885144858,2.273998361897404,125.54000000000002,-8.1,0
99,Cn1c(CNC(=O)c2ccccc2)cc(=O)n(C)c1=O,*c1cc(=O)n(C)c(=O)n1C *CNC(*)=O *c1ccccc1,3,14,0,3,3,0,14,7,0,0,0,0,2,0.0139999999999999,74.53620000000002,0.880517324349,1.9756746765103177,73.1,-6.0,0
97,O=C(CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)N1CCN(c2ccccc2F)CC1,*CC(=O)N1CCN(c2ccccc2F)CC1 *N1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,2,20,1,4,5,0,23,10,0,0,0,1,3,1.6787,103.65640000000003,0.433477005461,2.1917635931777504,104.07,-7.9,0
96,CCNC(=O)CNC(=O)NNC(=O)C(C)(C)C,*NCC *C(=O)CNC(*)=O *NNC(=O)C(C)(C)C,3,10,0,4,3,0,13,3,0,0,0,0,0,-0.501,62.81580000000002,0.523372856263,2.3158599384839125,99.33,-5.6,0
95,Cc1ccc(S(=O)(=O)N(C)CC(=O)Nc2ccccc2)cc1,*S(=O)(=O)c1ccc(C)cc1 *N(C)CC(=O)Nc1ccccc1,2,16,0,2,3,1,14,9,0,0,0,0,2,2.25422,86.06650000000003,0.921360941009,1.6450186913607787,66.48,-6.9,0
94,NC(=O)Cn1nc(-n2cncn2)ccc1=O,*CC(N)=O *n1nc(-n2cncn2)ccc1=O,2,8,0,6,2,0,11,6,0,0,0,1,1,-1.6907,52.6084,0.703828932529,2.5637330907329474,108.69,-6.3,0
93,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC(C(=O)N2CCc3ccccc3C2)CC1,*C(=O)N1CCC(C(=O)N2CCc3ccccc3C2)CC1 *c1cc(=O)[nH]c2ccccc12,2,25,0,3,3,0,25,10,0,0,0,0,5,2.9652,118.75920000000002,0.6926908386730001,2.23728062667932,73.48,-8.9,0
92,O=C(Cn1cc(Cl)c(=O)[nH]c1=O)c1ccc2c(c1)CCCC2,*CC(=O)c1ccc2c(c1)CCCC2 *n1cc(Cl)c(=O)[nH]c1=O,2,16,0,2,3,1,17,7,0,0,0,0,3,1.9517,83.74720000000002,0.8841462279410001,2.336219386963432,71.93,-8.3,0
91,NC(=O)c1noc(Cn2ccnc2-c2cccc3c2oc2ccccc23)n1,*C(N)=O *c1noc(Cn2ccnc2-c2cccc3c2oc2ccccc23)n1,2,19,0,5,3,0,20,11,0,0,0,3,2,2.9797,96.8589,0.5224185365690001,2.6688694866676226,112.97,-9.4,0
90,COC(=O)c1ccc2c(c1)=[NH+]C(c1cn(CCC(=O)[O-])c3ccccc13)[NH+]=2,*C(=O)OC *Cn1cc(C2[NH+]=c3ccc(*)cc3=[NH+]2)c2ccccc21 *CC(=O)[O-],3,20,0,3,4,0,20,10,0,0,0,2,2,-3.3193,91.46590000000002,0.475059685676,4.343786675115021,99.3,-7.5,0
89,O=C(COc1cccc2ccccc12)NNC(=O)c1ccc(F)cc1,*CC(=O)NNC(=O)c1ccc(F)cc1 *Oc1cccc2ccccc12,2,19,1,2,3,0,17,10,0,0,0,0,3,2.8189,91.45190000000004,0.714230874618,1.7517993130997205,67.43,-7.5,0
88,CNS(=O)(=O)c1ccc(CCC(=O)Nc2cccn(C)c2=O)cc1,*c1ccc(S(=O)(=O)NC)cc1 *CCC(=O)Nc1cccn(C)c1=O,2,16,0,3,4,1,16,9,0,0,0,0,2,0.8647,91.32120000000002,0.820895110518,2.070318118675333,97.26999999999998,-7.2,0
87,O=C(NCC(=O)N1CCOCC1)c1ccccc1,*C(=O)c1ccccc1 *NCC(=O)N1CCOCC1,2,13,0,2,3,0,14,5,0,0,0,0,2,0.2752,66.17420000000003,0.8550937348630001,1.6559245975895465,58.64,-6.2,0
98,CCC(=O)Nc1ccc(C(=O)NC)cc1,*C(=O)CC *Nc1ccc(*)cc1 *C(=O)NC,3,11,0,2,2,0,10,5,0,0,0,0,1,1.3947,58.752900000000025,0.7931133910160001,1.4918254264962236,58.2,-5.8,0
56,COc1ccc(OC)c(CNC(=O)C2CCCN(C3[NH+]=c4ccccc4=[NH+]3)C2)c1,*c1cc(OC)ccc1OC *CNC(=O)C1CCCN(C2[NH+]=c3ccccc3=[NH+]2)C1,2,22,0,4,3,0,24,8,0,0,0,1,3,-2.5702,105.30110000000003,0.529371793618,3.828124036396628,78.74000000000001,-7.1,0
83,CNC(=O)c1cccc(NC(=O)C(=O)NCc2ccccc2)c1C,*C(=O)NC *C(=O)C(=O)Nc1cccc(*)c1C *NCc1ccccc1,3,18,0,3,3,0,16,9,0,0,0,0,2,1.60952,91.48760000000004,0.752943479082,1.7947078900979392,87.30000000000001,-6.6,0
54,O=C(NCc1ccccc1)C(=O)Nc1ccc(Br)cc1,*C(=O)C(=O)Nc1ccc(Br)cc1 *NCc1ccccc1,2,15,0,2,2,1,13,8,0,0,0,0,2,2.704,81.06040000000002,0.8449814588779999,1.573234823731518,58.2,-6.3,0
25,O=C(c1ccc2ccccc2c1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,*C(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1 *c1ccc2ccccc2c1,2,21,1,2,3,1,20,11,0,0,0,0,4,3.1256,105.01030000000004,0.672218559693,1.9074406215857405,57.690000000000005,-8.1,0
24,NC(=O)c1ccn(-c2ccccc2NC(=O)c2cccc(F)c2)n1,*C(N)=O *c1ccn(-c2ccccc2NC(=O)c2cccc(F)c2)n1,2,17,1,4,2,0,16,10,0,0,0,1,2,2.3626,86.43510000000002,0.7723696115629999,2.018567193130289,90.01,-8.0,0
23,CCc1ccc(OCC(=O)Nc2ccc(C(N)=O)cc2)cc1,*c1ccc(CC)cc1 *OCC(=O)Nc1ccc(C(N)=O)cc1,2,17,0,2,3,0,15,8,0,0,0,0,2,2.3654,84.90460000000003,0.8593351746500001,1.5783434564423402,81.41999999999999,-6.9,0
22,COC(=O)CNC(=O)CCc1ccc(F)c(F)c1,*CC(=O)OC *NC(=O)CCc1ccc(F)c(F)c1,2,12,2,1,3,0,13,5,0,0,0,0,1,1.1866,59.70470000000002,0.8159110783490001,1.8453664464000783,55.4,-6.5,0
21,CCNC(=O)NCCS(=O)(=O)N1CCN(c2ncccn2)CC1,*NCC *CCNC(*)=O *S(=O)(=O)N1CCN(c2ncccn2)CC1,3,13,0,6,3,1,18,6,0,0,0,0,2,-0.7525,86.68020000000004,0.7359223802860001,2.3205748025596336,107.53,-6.4,0
20,Cn1ccc(-c2cc(C(=O)N3CCN(Cc4ccccn4)CC3)c3ccccc3n2)n1,*c1ccn(C)n1 *c1cc(C(=O)N2CCN(Cc3ccccn3)CC2)c2ccccc2n1,2,24,0,6,1,0,24,11,0,0,0,1,4,2.9883,119.36250000000004,0.510339296354,2.3350861211848137,67.15,-9.2,0
19,Cc1cccc(NC(=O)C(=O)NCC2CCN(c3ncccn3)CC2)c1,*c1cccc(C)c1 *CNC(=O)C(=O)N* *C1CCN(c2ncccn2)CC1,3,19,0,5,2,0,20,8,0,0,0,0,3,1.75632,99.78740000000003,0.8241304199539999,2.161158104848276,87.22000000000001,-7.6,0
18,Cc1cnn(C2CCN(C(=O)CNC(=O)c3ccccc3)CC2)c1,*n1cc(C)cn1 *C1CCN(C(=O)CNC(=O)c2ccccc2)CC1,2,18,0,4,2,0,19,7,0,0,0,1,2,1.78502,90.59020000000004,0.93791685243,2.1475953457960384,67.23,-7.3,0
17,CC(=O)NC(c1ccccc1)C1[NH+]=c2ccccc2=[NH+]1,*C(C)=O *NC(c1ccccc1)C1[NH+]=c2ccccc2=[NH+]1,2,16,0,3,1,0,14,8,0,0,0,1,2,-2.6959,72.61110000000004,0.585864088562,4.098622579838648,57.04,-7.0,0
16,COc1ccc(C)cc1CCNC(=O)Cc1ccc(NC(C)=O)cc1,*c1cc(C)ccc1OC *CCNC(=O)Cc1ccc(N*)cc1 *C(C)=O,3,20,0,2,3,0,18,8,0,0,0,0,2,2.86342,98.89440000000003,0.808191918,1.8067934339788432,67.43,-7.8,0
14,Cc1ccc(-c2nnn(CC(=O)N3CCCCC3)n2)c(-n2cnnn2)c1,*c1ccc(C)cc1-n1cnnn1 *c1nnn(CC(=O)N2CCCCC2)n1,2,16,0,9,1,0,21,8,0,0,0,2,2,0.63672,91.13300000000002,0.6893472423549999,2.575442849787549,107.51,-8.0,0
13,CC1(c2ccc3c(c2)OCO3)NC(=O)N(CC(=O)Nc2ccc3c(c2)OCO3)C1=O,*C1(C)NC(=O)N(CC(=O)Nc2ccc3c(c2)OCO3)C1=O *c1ccc2c(c1)OCO2,2,20,0,3,7,0,25,9,0,0,0,3,2,1.5497,101.35640000000002,0.740460288654,2.808219679686172,115.43,-8.2,0
12,COc1ccc(C(=O)NCC(=O)Nc2ccccc2)nn1,*c1ccc(OC)nn1 *C(=O)NCC(=O)Nc1ccccc1,2,14,0,4,3,0,14,8,0,0,0,0,2,0.8537,75.98890000000002,0.863066904522,1.8852159281244767,93.21,-6.8,0
11,O=C(NCc1cnn(-c2ccccc2)c1)c1n[nH]c(=O)[nH]1,*C(=O)c1n[nH]c(=O)[nH]1 *NCc1cnn(-c2ccccc2)c1,2,13,0,6,2,0,15,8,0,0,0,2,1,0.2137,73.9426,0.651890154356,2.527419156371641,108.45999999999998,-7.6,0
10,Cc1cc(F)ccc1CCNC(=O)CN1C(=O)CNC1=O,*c1ccc(F)cc1C *CCNC(=O)CN1C(=O)CNC1=O,2,14,1,3,3,0,16,6,0,0,0,1,1,0.34462,72.96240000000002,0.786027248554,2.247554495763735,78.51,-6.9,0
9,NC(=O)c1nn(CC(=O)NCc2ccc(F)cc2)c(=O)c2ccccc12,*C(N)=O *C(=O)Cn1nc(*)c2ccccc2c1=O *NCc1ccc(F)cc1,3,18,1,4,3,0,18,10,0,0,0,0,3,0.9509,92.76760000000002,0.721580283454,1.994252039516347,107.08,-7.2,0
8,CCCNC(=O)NCc1cccc(S(=O)(=O)NC)c1,*CCC *NC(=O)N* *Cc1cccc(*)c1 *S(=O)(=O)NC,4,12,0,3,3,1,13,6,0,0,0,0,1,0.8039,73.21690000000004,0.734072808667,1.9182924346487784,87.30000000000001,-6.3,0
7,Nc1c(NNC(=O)c2ccncc2)ncnc1N1CC[NH+](Cc2ccccc2)CC1,*C(=O)NNc1ncnc(N2CC[NH+](Cc3ccccc3)CC2)c1N *c1ccncc1,2,21,0,8,1,0,23,10,0,0,0,0,4,0.1158,114.826,0.4422310576389999,3.3356318998710583,113.5,-8.3,0
6,COc1ccc(C)cc1NC(=O)Cc1ccc(NC(C)=O)cc1,*c1cc(C)ccc1OC *NC(=O)Cc1ccc(NC(C)=O)cc1,2,18,0,2,3,0,16,8,0,0,0,0,2,3.14322,90.81040000000004,0.878892772474,1.6433681383584506,67.43,-7.2,0
5,O=C1CN(S(=O)(=O)c2ccc(C(=O)NC3CCC3)cc2)CCN1,*N1CCNC(=O)C1 *S(=O)(=O)c1ccc(C(=O)NC2CCC2)cc1,2,15,0,3,4,1,18,7,0,0,1,0,2,0.0894,83.31570000000004,0.835815828536,2.09331188835845,95.58,-6.6,0
4,COc1ccc(OC)c(C=NNC(=O)CNC(=O)c2cccc(C)c2)c1,*CC(=O)NN=Cc1cc(OC)ccc1OC *NC(=O)c1cccc(C)c1,2,19,0,3,4,0,18,9,0,0,0,0,2,1.89232,98.79490000000004,0.589945359169,1.9794935569030687,89.02000000000001,-7.5,0
3,NNC(=O)c1cn(CCN2CCN3C(=O)NCC3C2)nn1,*C(=O)NN *c1cn(CCN2CCN3C(=O)NCC3C2)nn1,2,11,0,8,2,0,19,4,0,0,0,2,1,-2.4090000000000003,72.00830000000002,0.3418415529119999,3.3073820759669124,121.41,-7.0,0
2,CS(=O)(=O)c1ccccc1C(=O)N1CCc2ccc([N+](=O)[O-])cc2C1,*c1ccccc1S(C)(=O)=O *C(=O)N1CCc2ccc([N+](=O)[O-])cc2C1,2,17,0,2,5,1,17,10,0,0,0,0,3,2.1968,91.09270000000004,0.619060579055,2.177520132497712,97.59,-7.9,0
1,Cc1ccc(NC(=O)N(C)C)c(C(=O)N(C)CC(=O)Nc2ccccc2)c1,*c1ccc(C)cc1C(=O)N(C)CC(=O)Nc1ccccc1 *NC(=O)N(C)C,2,20,0,4,3,0,19,9,0,0,0,0,2,2.79922,105.9169,0.8460563062600001,2.0137675418796017,81.75,-7.6,0
55,O=C1c2ccccc2-c2ccc(C(=O)N3CCC(C(=O)Nc4ccc5c(c4)OCO5)CC3)cc21,*c1ccc2c(c1)C(=O)c1ccccc1-2 *C(=O)N1CCC(C(=O)Nc2ccc3c(c2)OCO3)CC1,2,27,0,2,5,0,27,12,0,0,0,2,4,4.1176,125.1327,0.484432883316,2.232638435080359,84.94000000000001,-8.7,0
26,O=C(Cn1nc2n(c(=O)c1=O)CCN2c1ccc(F)cc1)Nc1ccc2c(c1)OCO2,*CC(=O)Nc1ccc2c(c1)OCO2 *n1nc2n(c(=O)c1=O)CCN2c1ccc(F)cc1,2,20,1,5,5,0,25,10,0,0,0,2,3,1.0632,107.3577,0.6315340708380001,2.5066537468176087,107.69,-7.3,0
27,Cc1cc(NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)n(C2CCS(=O)(=O)C2)n1,*c1cc(C)nn1C1CCS(=O)(=O)C1 *NC(=O)Cn1c2ccccc2c(=O)c2ccccc21,2,23,0,4,4,1,24,12,0,0,0,2,3,2.6579200000000003,123.61550000000004,0.479902280164,2.9569775774742126,103.06,-8.5,0
15,Cc1ccc(C(=O)NCC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)cc1C,*c1ccc(C)c(C)c1 *C(=O)NCC(=O)N1CCC(C(=O)Nc2ccccc2)CC1,2,23,0,3,3,0,22,9,0,0,0,0,3,2.91054,112.62490000000004,0.812923594368,1.8717354656112803,78.51,-7.9,0
28,O=C(Nc1ccc(Cl)cc1)Nc1ccccc1C(=O)NCc1ccccc1,*C(=O)Nc1ccccc1C(=O)NCc1ccccc1 *Nc1ccc(Cl)cc1,2,21,0,3,2,1,18,11,0,0,0,0,3,4.914,108.1476,0.563549373116,1.6322744825480822,70.23,-7.9,0
